circRNA,RBP,query_gene
11_95825055_95826681|MAML2,SRSF7,MAML2
11_95825055_95826681|MAML2,YBX2,MAML2
11_9769453_9769555|SWAP70,CUG-BP,SWAP70
11_9769453_9769555|SWAP70,HNRNPA1,SWAP70
11_9769453_9769555|SWAP70,HNRPLL,SWAP70
11_9769453_9769555|SWAP70,IGF2BP2,SWAP70
11_9769453_9769555|SWAP70,LIN28A,SWAP70
11_9769453_9769555|SWAP70,MBNL1,SWAP70
11_9769453_9769555|SWAP70,RBFOX1,SWAP70
11_9769453_9769555|SWAP70,SRSF1,SWAP70
11_9769453_9769555|SWAP70,SRSF2,SWAP70
11_9769453_9769555|SWAP70,SRSF9,SWAP70
11_9769453_9769555|SWAP70,YBX1,SWAP70
11_9769453_9769555|SWAP70,YBX2,SWAP70
11_99196076_99196215|CNTN5,BRUNOL4,CNTN5
11_99196076_99196215|CNTN5,BRUNOL5,CNTN5
11_99196076_99196215|CNTN5,CPEB2,CNTN5
11_99196076_99196215|CNTN5,CPEB4,CNTN5
11_99196076_99196215|CNTN5,HNRNPU,CNTN5
11_99196076_99196215|CNTN5,MBNL1,CNTN5
11_99196076_99196215|CNTN5,PTBP1,CNTN5
11_99196076_99196215|CNTN5,SRSF2,CNTN5
11_99196076_99196215|CNTN5,SRSF5,CNTN5
11_99196076_99196215|CNTN5,TRA2B,CNTN5
11_99196076_99196215|CNTN5,ZCRB1,CNTN5
12_104326054_104326196|HSP90B1,ANKHD1,HSP90B1
12_104326054_104326196|HSP90B1,G3BP2,HSP90B1
12_104326054_104326196|HSP90B1,HNRNPF,HSP90B1
12_104326054_104326196|HSP90B1,HNRNPH1,HSP90B1
12_104326054_104326196|HSP90B1,HNRNPM,HSP90B1
12_104326054_104326196|HSP90B1,IGF2BP2,HSP90B1
12_104326054_104326196|HSP90B1,IGF2BP3,HSP90B1
12_104326054_104326196|HSP90B1,KHDRBS1,HSP90B1
12_104326054_104326196|HSP90B1,KHDRBS2,HSP90B1
12_104326054_104326196|HSP90B1,KHDRBS3,HSP90B1
12_104326054_104326196|HSP90B1,MSI1,HSP90B1
12_104326054_104326196|HSP90B1,PABPC1,HSP90B1
12_104326054_104326196|HSP90B1,PABPC4,HSP90B1
12_104326054_104326196|HSP90B1,PABPC5,HSP90B1
12_104326054_104326196|HSP90B1,PABPN1,HSP90B1
12_104326054_104326196|HSP90B1,PUM2,HSP90B1
12_104326054_104326196|HSP90B1,RBM42,HSP90B1
12_104326054_104326196|HSP90B1,RBM45,HSP90B1
12_104326054_104326196|HSP90B1,RBM46,HSP90B1
12_104326054_104326196|HSP90B1,RBM5,HSP90B1
12_104326054_104326196|HSP90B1,RBMS1,HSP90B1
12_104326054_104326196|HSP90B1,RBMS3,HSP90B1
12_104326054_104326196|HSP90B1,SART3,HSP90B1
12_104326054_104326196|HSP90B1,SRSF1,HSP90B1
12_104326054_104326196|HSP90B1,SRSF10,HSP90B1
12_104326054_104326196|HSP90B1,SRSF3,HSP90B1
12_104326054_104326196|HSP90B1,SRSF7,HSP90B1
12_104326054_104326196|HSP90B1,SRSF9,HSP90B1
12_104326054_104326196|HSP90B1,TRA2A,HSP90B1
12_104326054_104326196|HSP90B1,TRA2B,HSP90B1
12_104326054_104326196|HSP90B1,ZCRB1,HSP90B1
12_104645304_104682818|TXNRD1,PABPC3,TXNRD1
12_104645304_104682818|TXNRD1,SNRNP70,TXNRD1
12_104645304_104682818|TXNRD1,SRSF1,TXNRD1
12_104645304_104682818|TXNRD1,SRSF3,TXNRD1
12_104645304_104682818|TXNRD1,YBX1,TXNRD1
12_104680995_104681116|TXNRD1,BRUNOL4,TXNRD1
12_104680995_104681116|TXNRD1,BRUNOL5,TXNRD1
12_104680995_104681116|TXNRD1,CNOT4,TXNRD1
12_104680995_104681116|TXNRD1,ESRP2,TXNRD1
12_104680995_104681116|TXNRD1,G3BP2,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPA1,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPA1L2,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPC,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPCL1,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPH1,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPH2,TXNRD1
12_104680995_104681116|TXNRD1,HNRNPL,TXNRD1
12_104680995_104681116|TXNRD1,HNRPLL,TXNRD1
12_104680995_104681116|TXNRD1,MBNL1,TXNRD1
12_104680995_104681116|TXNRD1,RBM38,TXNRD1
12_104680995_104681116|TXNRD1,RBM5,TXNRD1
12_104680995_104681116|TXNRD1,SRSF1,TXNRD1
12_104680995_104681116|TXNRD1,SRSF5,TXNRD1
12_104680995_104681116|TXNRD1,TARDBP,TXNRD1
12_104680995_104681116|TXNRD1,TRA2B,TXNRD1
12_104742370_104742471|TXNRD1,ENOX1,TXNRD1
12_104742370_104742471|TXNRD1,HNRNPL,TXNRD1
12_104742370_104742471|TXNRD1,HNRPLL,TXNRD1
12_104742370_104742471|TXNRD1,NOVA1,TXNRD1
12_104742370_104742471|TXNRD1,SRSF5,TXNRD1
12_104742370_104742471|TXNRD1,TARDBP,TXNRD1
12_104742370_104742471|TXNRD1,YBX1,TXNRD1
12_105557939_105558052|KIAA1033,CNOT4,KIAA1033
12_105557939_105558052|KIAA1033,IGF2BP2,KIAA1033
12_105557939_105558052|KIAA1033,KHDRBS2,KIAA1033
12_105557939_105558052|KIAA1033,KHDRBS3,KIAA1033
12_105557939_105558052|KIAA1033,MATR3,KIAA1033
12_105557939_105558052|KIAA1033,PABPC1,KIAA1033
12_105557939_105558052|KIAA1033,PABPC3,KIAA1033
12_105557939_105558052|KIAA1033,PABPC4,KIAA1033
12_105557939_105558052|KIAA1033,PABPC5,KIAA1033
12_105557939_105558052|KIAA1033,PTBP1,KIAA1033
12_105557939_105558052|KIAA1033,SART3,KIAA1033
12_105557939_105558052|KIAA1033,SRSF1,KIAA1033
12_105557939_105558052|KIAA1033,SRSF10,KIAA1033
12_105557939_105558052|KIAA1033,SRSF3,KIAA1033
12_105557939_105558052|KIAA1033,SRSF5,KIAA1033
12_105557939_105558052|KIAA1033,SRSF7,KIAA1033
12_105557939_105558052|KIAA1033,YBX1,KIAA1033
12_109042422_109042533|CORO1C,HNRNPK,CORO1C
12_109042422_109042533|CORO1C,HNRNPL,CORO1C
12_109042422_109042533|CORO1C,MATR3,CORO1C
12_109042422_109042533|CORO1C,PABPC4,CORO1C
12_109042422_109042533|CORO1C,SNRPA,CORO1C
12_109042422_109042533|CORO1C,SRSF3,CORO1C
12_109042422_109042533|CORO1C,YBX1,CORO1C
12_109094899_109095099|CORO1C,CNOT4,CORO1C
12_109094899_109095099|CORO1C,FMR1,CORO1C
12_109094899_109095099|CORO1C,FXR1,CORO1C
12_109094899_109095099|CORO1C,FXR2,CORO1C
12_109094899_109095099|CORO1C,HNRNPL,CORO1C
12_109094899_109095099|CORO1C,MBNL1,CORO1C
12_109094899_109095099|CORO1C,PCBP2,CORO1C
12_109094899_109095099|CORO1C,PTBP1,CORO1C
12_109094899_109095099|CORO1C,RBM3,CORO1C
12_109094899_109095099|CORO1C,SNRPA,CORO1C
12_109094899_109095099|CORO1C,SRSF3,CORO1C
12_109094899_109095099|CORO1C,SRSF5,CORO1C
12_109094899_109095099|CORO1C,SRSF7,CORO1C
12_110002932_110006655|MMAB,HNRNPH1,MMAB
12_110002932_110006655|MMAB,HNRNPL,MMAB
12_110002932_110006655|MMAB,HNRPLL,MMAB
12_110002932_110006655|MMAB,LIN28A,MMAB
12_110002932_110006655|MMAB,NOVA1,MMAB
12_110002932_110006655|MMAB,PABPN1,MMAB
12_110002932_110006655|MMAB,SRSF1,MMAB
12_110002932_110006655|MMAB,SRSF10,MMAB
12_110002932_110006655|MMAB,SRSF2,MMAB
12_110002932_110006655|MMAB,SRSF5,MMAB
12_110002932_110006655|MMAB,SRSF7,MMAB
12_110002932_110006655|MMAB,SRSF9,MMAB
12_110777117_110777493|ATP2A2,FMR1,ATP2A2
12_110777117_110777493|ATP2A2,HNRNPH1,ATP2A2
12_110777117_110777493|ATP2A2,LIN28A,ATP2A2
12_110777117_110777493|ATP2A2,NOVA1,ATP2A2
12_110777117_110777493|ATP2A2,PABPC5,ATP2A2
12_110777117_110777493|ATP2A2,PABPN1,ATP2A2
12_110777117_110777493|ATP2A2,RBM45,ATP2A2
12_110777117_110777493|ATP2A2,SNRPA,ATP2A2
12_110777117_110777493|ATP2A2,SRSF10,ATP2A2
12_110777117_110777493|ATP2A2,SRSF2,ATP2A2
12_110777117_110777493|ATP2A2,SRSF5,ATP2A2
12_110777117_110777493|ATP2A2,SRSF7,ATP2A2
12_110777117_110777493|ATP2A2,SRSF9,ATP2A2
12_110777117_110777493|ATP2A2,TRA2B,ATP2A2
12_111991961_111993723|ATXN2,HNRNPA1,ATXN2
12_111991961_111993723|ATXN2,HNRNPF,ATXN2
12_111991961_111993723|ATXN2,PUM2,ATXN2
12_111991961_111993723|ATXN2,RBM41,ATXN2
12_111991961_111993723|ATXN2,RBMS1,ATXN2
12_111991961_111993723|ATXN2,RBMS3,ATXN2
12_111991961_111993723|ATXN2,SRSF3,ATXN2
12_111991961_111993723|ATXN2,SRSF7,ATXN2
12_111991961_111993723|ATXN2,TRA2B,ATXN2
12_111991961_111993723|ATXN2,YBX1,ATXN2
12_111991961_111993723|ATXN2,ZNF638,ATXN2
12_112221016_112228281|ALDH2,CNOT4,ALDH2
12_112221016_112228281|ALDH2,CUG-BP,ALDH2
12_112221016_112228281|ALDH2,FUS,ALDH2
12_112221016_112228281|ALDH2,MBNL1,ALDH2
12_112221016_112228281|ALDH2,PCBP1,ALDH2
12_112221016_112228281|ALDH2,RBFOX1,ALDH2
12_112221016_112228281|ALDH2,SRSF1,ALDH2
12_112221016_112228281|ALDH2,SRSF3,ALDH2
12_112221016_112228281|ALDH2,SRSF5,ALDH2
12_113828022_113828238|PLBD2,HNRNPK,PLBD2
12_113828022_113828238|PLBD2,HNRPLL,PLBD2
12_113828022_113828238|PLBD2,IGF2BP2,PLBD2
12_113828022_113828238|PLBD2,NOVA1,PLBD2
12_113828022_113828238|PLBD2,PCBP1,PLBD2
12_113828022_113828238|PLBD2,PCBP2,PLBD2
12_113828022_113828238|PLBD2,RBM41,PLBD2
12_113828022_113828238|PLBD2,RBM6,PLBD2
12_113828022_113828238|PLBD2,SRSF3,PLBD2
12_113828022_113828238|PLBD2,SRSF5,PLBD2
12_113828114_113828238|PLBD2,HNRNPK,PLBD2
12_113828114_113828238|PLBD2,HNRPLL,PLBD2
12_113828114_113828238|PLBD2,IGF2BP2,PLBD2
12_113828114_113828238|PLBD2,NOVA1,PLBD2
12_113828114_113828238|PLBD2,PCBP1,PLBD2
12_113828114_113828238|PLBD2,PCBP2,PLBD2
12_113828114_113828238|PLBD2,RBM6,PLBD2
12_113828114_113828238|PLBD2,SRSF3,PLBD2
12_113828114_113828238|PLBD2,SRSF5,PLBD2
12_113828114_113828238|PLBD2,YBX1,PLBD2
12_113828133_113828234|PLBD2,HNRNPK,PLBD2
12_113828133_113828234|PLBD2,HNRPLL,PLBD2
12_113828133_113828234|PLBD2,IGF2BP2,PLBD2
12_113828133_113828234|PLBD2,IGF2BP3,PLBD2
12_113828133_113828234|PLBD2,NOVA1,PLBD2
12_113828133_113828234|PLBD2,PCBP1,PLBD2
12_113828133_113828234|PLBD2,PCBP2,PLBD2
12_113828133_113828234|PLBD2,RBM46,PLBD2
12_113828133_113828234|PLBD2,RBM6,PLBD2
12_113828133_113828234|PLBD2,SRSF3,PLBD2
12_113828133_113828234|PLBD2,SRSF5,PLBD2
12_113828133_113828234|PLBD2,YBX1,PLBD2
12_113828133_113828238|PLBD2,HNRNPK,PLBD2
12_113828133_113828238|PLBD2,HNRPLL,PLBD2
12_113828133_113828238|PLBD2,IGF2BP2,PLBD2
12_113828133_113828238|PLBD2,IGF2BP3,PLBD2
12_113828133_113828238|PLBD2,NOVA1,PLBD2
12_113828133_113828238|PLBD2,PCBP1,PLBD2
12_113828133_113828238|PLBD2,PCBP2,PLBD2
12_113828133_113828238|PLBD2,RBM46,PLBD2
12_113828133_113828238|PLBD2,RBM6,PLBD2
12_113828133_113828238|PLBD2,SRSF3,PLBD2
12_113828133_113828238|PLBD2,SRSF5,PLBD2
12_113828133_113828238|PLBD2,YBX1,PLBD2
12_113828174_113828278|PLBD2,CPEB2,PLBD2
12_113828174_113828278|PLBD2,CPEB4,PLBD2
12_113828174_113828278|PLBD2,HNRNPC,PLBD2
12_113828174_113828278|PLBD2,HNRNPCL1,PLBD2
12_113828174_113828278|PLBD2,HNRNPK,PLBD2
12_113828174_113828278|PLBD2,NOVA1,PLBD2
12_113828174_113828278|PLBD2,PCBP1,PLBD2
12_113828174_113828278|PLBD2,PCBP2,PLBD2
12_113828174_113828278|PLBD2,PCBP3,PLBD2
12_113828174_113828278|PLBD2,RBM41,PLBD2
12_113828174_113828278|PLBD2,RBM6,PLBD2
12_113828174_113828278|PLBD2,SRSF3,PLBD2
12_113828174_113828278|PLBD2,U2AF2,PLBD2
12_114395796_114397080|RBM19,CUG-BP,RBM19
12_114395796_114397080|RBM19,HNRNPA1,RBM19
12_114395796_114397080|RBM19,HNRNPH2,RBM19
12_114395796_114397080|RBM19,MBNL1,RBM19
12_114395796_114397080|RBM19,RBM5,RBM19
12_114395796_114397080|RBM19,SRSF1,RBM19
12_114395796_114397080|RBM19,SRSF3,RBM19
12_114395796_114397080|RBM19,SRSF9,RBM19
12_118583263_118583380|PEBP1,BRUNOL4,PEBP1
12_118583263_118583380|PEBP1,BRUNOL5,PEBP1
12_118583263_118583380|PEBP1,CPEB2,PEBP1
12_118583263_118583380|PEBP1,CPEB4,PEBP1
12_118583263_118583380|PEBP1,CUG-BP,PEBP1
12_118583263_118583380|PEBP1,HNRNPA1,PEBP1
12_118583263_118583380|PEBP1,HNRNPC,PEBP1
12_118583263_118583380|PEBP1,HNRNPCL1,PEBP1
12_118583263_118583380|PEBP1,HuR,PEBP1
12_118583263_118583380|PEBP1,IGF2BP2,PEBP1
12_118583263_118583380|PEBP1,IGF2BP3,PEBP1
12_118583263_118583380|PEBP1,KHDRBS1,PEBP1
12_118583263_118583380|PEBP1,KHDRBS2,PEBP1
12_118583263_118583380|PEBP1,KHDRBS3,PEBP1
12_118583263_118583380|PEBP1,MBNL1,PEBP1
12_118583263_118583380|PEBP1,PABPC1,PEBP1
12_118583263_118583380|PEBP1,PABPC3,PEBP1
12_118583263_118583380|PEBP1,PABPC4,PEBP1
12_118583263_118583380|PEBP1,PABPC5,PEBP1
12_118583263_118583380|PEBP1,PABPN1,PEBP1
12_118583263_118583380|PEBP1,PTBP1,PEBP1
12_118583263_118583380|PEBP1,PUM2,PEBP1
12_118583263_118583380|PEBP1,RALY,PEBP1
12_118583263_118583380|PEBP1,RBM38,PEBP1
12_118583263_118583380|PEBP1,RBMS1,PEBP1
12_118583263_118583380|PEBP1,RBMS3,PEBP1
12_118583263_118583380|PEBP1,SART3,PEBP1
12_118583263_118583380|PEBP1,SRSF2,PEBP1
12_118583263_118583380|PEBP1,SRSF3,PEBP1
12_118583263_118583380|PEBP1,TARDBP,PEBP1
12_118583263_118583380|PEBP1,TIA1,PEBP1
12_118583263_118583380|PEBP1,TRA2B,PEBP1
12_118583263_118583380|PEBP1,U2AF2,PEBP1
12_118583263_118583380|PEBP1,ZC3H14,PEBP1
12_118583263_118583380|PEBP1,ZNF638,PEBP1
12_120220405_120221807|CIT,CUG-BP,CIT
12_120220405_120221807|CIT,HNRNPA2B1,CIT
12_120220405_120221807|CIT,HNRNPH2,CIT
12_120220405_120221807|CIT,MBNL1,CIT
12_120220405_120221807|CIT,RBM5,CIT
12_120220405_120221807|CIT,SRSF1,CIT
12_120220405_120221807|CIT,SRSF2,CIT
12_120220405_120221807|CIT,SRSF9,CIT
12_120594715_120595834|GCN1,CUG-BP,GCN1
12_120594715_120595834|GCN1,FUS,GCN1
12_120594715_120595834|GCN1,MBNL1,GCN1
12_120594715_120595834|GCN1,PCBP1,GCN1
12_120594715_120595834|GCN1,PPRC1,GCN1
12_120594715_120595834|GCN1,PTBP1,GCN1
12_120594715_120595834|GCN1,RBM4,GCN1
12_120594715_120595834|GCN1,RBM8A,GCN1
12_120594715_120595834|GCN1,SAMD4A,GCN1
12_120594715_120595834|GCN1,SRSF2,GCN1
12_120594715_120595834|GCN1,SRSF3,GCN1
12_120594715_120595834|GCN1,SRSF5,GCN1
12_120903504_120907319|SRSF9,HNRNPA1,SRSF9
12_120903504_120907319|SRSF9,HNRNPA1L2,SRSF9
12_120903504_120907319|SRSF9,HNRNPA2B1,SRSF9
12_120903504_120907319|SRSF9,SRSF1,SRSF9
12_120903504_120907319|SRSF9,SRSF2,SRSF9
12_120903504_120907319|SRSF9,SRSF3,SRSF9
12_120903504_120907319|SRSF9,SRSF5,SRSF9
12_121137147_121137334|MLEC,CPEB2,MLEC
12_121137147_121137334|MLEC,CPEB4,MLEC
12_121137147_121137334|MLEC,HNRNPC,MLEC
12_121137147_121137334|MLEC,HNRNPCL1,MLEC
12_121137147_121137334|MLEC,HNRNPM,MLEC
12_121137147_121137334|MLEC,MBNL1,MLEC
12_121137147_121137334|MLEC,PTBP1,MLEC
12_121137147_121137334|MLEC,RBM42,MLEC
12_121137147_121137334|MLEC,SRSF3,MLEC
12_121137147_121137334|MLEC,SRSF5,MLEC
12_121137147_121137334|MLEC,ZNF638,MLEC
12_121154725_121157906|UNC119B,CUG-BP,UNC119B
12_121154725_121157906|UNC119B,HNRNPL,UNC119B
12_121154725_121157906|UNC119B,MBNL1,UNC119B
12_121154725_121157906|UNC119B,PABPC3,UNC119B
12_121154725_121157906|UNC119B,SRSF2,UNC119B
12_121154725_121157906|UNC119B,SRSF3,UNC119B
12_121154725_121157906|UNC119B,SRSF5,UNC119B
12_122614600_122615463|MLXIP,CPEB2,MLXIP
12_122614600_122615463|MLXIP,HNRNPK,MLXIP
12_122614600_122615463|MLXIP,HNRNPL,MLXIP
12_122614600_122615463|MLXIP,HNRPLL,MLXIP
12_122614600_122615463|MLXIP,MBNL1,MLXIP
12_122614600_122615463|MLXIP,NOVA1,MLXIP
12_122614600_122615463|MLXIP,PCBP1,MLXIP
12_122614600_122615463|MLXIP,PTBP1,MLXIP
12_122614600_122615463|MLXIP,SNRPA,MLXIP
12_122614600_122615463|MLXIP,SRSF3,MLXIP
12_122614600_122615463|MLXIP,SRSF5,MLXIP
12_122999651_122999761|RSRC2,ANKHD1,RSRC2
12_122999651_122999761|RSRC2,DAZAP1,RSRC2
12_122999651_122999761|RSRC2,ENOX1,RSRC2
12_122999651_122999761|RSRC2,G3BP2,RSRC2
12_122999651_122999761|RSRC2,HNRNPH1,RSRC2
12_122999651_122999761|RSRC2,HNRNPL,RSRC2
12_122999651_122999761|RSRC2,HNRNPU,RSRC2
12_122999651_122999761|RSRC2,LIN28A,RSRC2
12_122999651_122999761|RSRC2,MSI1,RSRC2
12_122999651_122999761|RSRC2,PABPC5,RSRC2
12_122999651_122999761|RSRC2,PABPN1,RSRC2
12_122999651_122999761|RSRC2,SRSF1,RSRC2
12_122999651_122999761|RSRC2,SRSF2,RSRC2
12_122999651_122999761|RSRC2,SRSF5,RSRC2
12_122999651_122999761|RSRC2,SRSF7,RSRC2
12_122999651_122999761|RSRC2,SRSF9,RSRC2
12_122999651_122999761|RSRC2,TRA2A,RSRC2
12_122999651_122999761|RSRC2,TRA2B,RSRC2
12_122999651_122999761|RSRC2,ZCRB1,RSRC2
12_123351449_123351626|VPS37B,BRUNOL6,VPS37B
12_123351449_123351626|VPS37B,CUG-BP,VPS37B
12_123351449_123351626|VPS37B,HNRNPF,VPS37B
12_123351449_123351626|VPS37B,HNRNPH2,VPS37B
12_123351449_123351626|VPS37B,HNRNPU,VPS37B
12_123351449_123351626|VPS37B,MBNL1,VPS37B
12_123351449_123351626|VPS37B,PTBP1,VPS37B
12_123351449_123351626|VPS37B,RBM38,VPS37B
12_123351449_123351626|VPS37B,SFPQ,VPS37B
12_123351449_123351626|VPS37B,SRSF1,VPS37B
12_123351449_123351626|VPS37B,SRSF2,VPS37B
12_123351449_123351626|VPS37B,SRSF3,VPS37B
12_123351449_123351626|VPS37B,SRSF5,VPS37B
12_123351449_123351626|VPS37B,SRSF9,VPS37B
12_123351449_123351626|VPS37B,TARDBP,VPS37B
12_123468600_123468720|PITPNM2,HNRNPH2,PITPNM2
12_123468600_123468720|PITPNM2,PCBP2,PITPNM2
12_123468600_123468720|PITPNM2,PTBP1,PITPNM2
12_123468600_123468720|PITPNM2,SRSF3,PITPNM2
12_123468600_123468720|PITPNM2,SRSF5,PITPNM2
12_124821507_124821714|NCOR2,FUS,NCOR2
12_124821507_124821714|NCOR2,MBNL1,NCOR2
12_124821507_124821714|NCOR2,NOVA1,NCOR2
12_124821507_124821714|NCOR2,PCBP1,NCOR2
12_124821507_124821714|NCOR2,PCBP2,NCOR2
12_124821507_124821714|NCOR2,PPRC1,NCOR2
12_124821507_124821714|NCOR2,RBM8A,NCOR2
12_124821507_124821714|NCOR2,SRSF2,NCOR2
12_124821507_124821714|NCOR2,SRSF3,NCOR2
12_124821507_124821714|NCOR2,SRSF5,NCOR2
12_125298898_125299633|SCARB1,FXR1,SCARB1
12_125298898_125299633|SCARB1,MBNL1,SCARB1
12_125298898_125299633|SCARB1,NOVA1,SCARB1
12_125298898_125299633|SCARB1,PCBP1,SCARB1
12_125298898_125299633|SCARB1,PCBP3,SCARB1
12_125298898_125299633|SCARB1,RBM42,SCARB1
12_125298898_125299633|SCARB1,SRSF1,SCARB1
12_125298898_125299633|SCARB1,SRSF3,SCARB1
12_125298898_125299633|SCARB1,SRSF7,SCARB1
12_125298898_125299633|SCARB1,YBX1,SCARB1
12_125298898_125299633|SCARB1,YBX2,SCARB1
12_12672795_12674397|DUSP16,CUG-BP,DUSP16
12_12672795_12674397|DUSP16,MBNL1,DUSP16
12_12672795_12674397|DUSP16,PTBP1,DUSP16
12_12672795_12674397|DUSP16,SRSF1,DUSP16
12_12672795_12674397|DUSP16,SRSF2,DUSP16
12_12672795_12674397|DUSP16,SRSF3,DUSP16
12_12672795_12674397|DUSP16,SRSF5,DUSP16
12_12672795_12674397|DUSP16,TRA2B,DUSP16
12_13061176_13061612|GPRC5A,MBNL1,GPRC5A
12_13061176_13061612|GPRC5A,SRSF2,GPRC5A
12_13061176_13061612|GPRC5A,SRSF3,GPRC5A
12_13061176_13061612|GPRC5A,SRSF5,GPRC5A
12_132414046_132414181|PUS1,FMR1,PUS1
12_132414046_132414181|PUS1,G3BP2,PUS1
12_132414046_132414181|PUS1,HNRNPA1,PUS1
12_132414046_132414181|PUS1,HNRNPA1L2,PUS1
12_132414046_132414181|PUS1,HNRNPA2B1,PUS1
12_132414046_132414181|PUS1,HNRNPF,PUS1
12_132414046_132414181|PUS1,LIN28A,PUS1
12_132414046_132414181|PUS1,SRSF5,PUS1
12_132414046_132414181|PUS1,SRSF7,PUS1
12_133294575_133294706|PGAM5,NOVA1,PGAM5
12_133294575_133294706|PGAM5,PTBP1,PGAM5
12_133294575_133294706|PGAM5,RBM45,PGAM5
12_133294575_133294706|PGAM5,SRSF1,PGAM5
12_133294575_133294706|PGAM5,SRSF3,PGAM5
12_133294575_133294706|PGAM5,SRSF7,PGAM5
12_133294575_133294706|PGAM5,TARDBP,PGAM5
12_133306461_133306565|ANKLE2,G3BP2,ANKLE2
12_133306461_133306565|ANKLE2,HNRNPL,ANKLE2
12_133306461_133306565|ANKLE2,HuR,ANKLE2
12_133306461_133306565|ANKLE2,IGF2BP2,ANKLE2
12_133306461_133306565|ANKLE2,IGF2BP3,ANKLE2
12_133306461_133306565|ANKLE2,KHDRBS1,ANKLE2
12_133306461_133306565|ANKLE2,KHDRBS2,ANKLE2
12_133306461_133306565|ANKLE2,KHDRBS3,ANKLE2
12_133306461_133306565|ANKLE2,PABPC1,ANKLE2
12_133306461_133306565|ANKLE2,PABPC3,ANKLE2
12_133306461_133306565|ANKLE2,PABPC4,ANKLE2
12_133306461_133306565|ANKLE2,PABPC5,ANKLE2
12_133306461_133306565|ANKLE2,PABPN1,ANKLE2
12_133306461_133306565|ANKLE2,PTBP1,ANKLE2
12_133306461_133306565|ANKLE2,RBM3,ANKLE2
12_133306461_133306565|ANKLE2,RBM42,ANKLE2
12_133306461_133306565|ANKLE2,SART3,ANKLE2
12_133306461_133306565|ANKLE2,SRSF3,ANKLE2
12_133306461_133306565|ANKLE2,SRSF5,ANKLE2
12_133306461_133306565|ANKLE2,YBX2,ANKLE2
12_133306461_133306565|ANKLE2,ZCRB1,ANKLE2
12_1399026_1399164|ERC1,ANKHD1,ERC1
12_1399026_1399164|ERC1,CNOT4,ERC1
12_1399026_1399164|ERC1,DAZAP1,ERC1
12_1399026_1399164|ERC1,HNRNPA1,ERC1
12_1399026_1399164|ERC1,HNRNPA2B1,ERC1
12_1399026_1399164|ERC1,HNRNPH1,ERC1
12_1399026_1399164|ERC1,PABPC3,ERC1
12_1399026_1399164|ERC1,PABPC5,ERC1
12_1399026_1399164|ERC1,PABPN1,ERC1
12_1399026_1399164|ERC1,RBM5,ERC1
12_1399026_1399164|ERC1,SRSF1,ERC1
12_1399026_1399164|ERC1,SRSF10,ERC1
12_1399026_1399164|ERC1,SRSF5,ERC1
12_1399026_1399164|ERC1,SRSF7,ERC1
12_1399026_1399164|ERC1,TRA2A,ERC1
12_1399026_1399164|ERC1,TRA2B,ERC1
12_14942001_14943464|WBP11,CUG-BP,WBP11
12_14942001_14943464|WBP11,NOVA1,WBP11
12_14942001_14943464|WBP11,PCBP1,WBP11
12_14942001_14943464|WBP11,PCBP3,WBP11
12_14942001_14943464|WBP11,PTBP1,WBP11
12_14942001_14943464|WBP11,SRSF3,WBP11
12_14942001_14943464|WBP11,SRSF5,WBP11
12_14942001_14943464|WBP11,SRSF7,WBP11
12_14942001_14943464|WBP11,YBX1,WBP11
12_15103477_15103621|ARHGDIB,CUG-BP,ARHGDIB
12_15103477_15103621|ARHGDIB,G3BP2,ARHGDIB
12_15103477_15103621|ARHGDIB,HNRNPF,ARHGDIB
12_15103477_15103621|ARHGDIB,HNRNPH1,ARHGDIB
12_15103477_15103621|ARHGDIB,HNRNPH2,ARHGDIB
12_15103477_15103621|ARHGDIB,KHDRBS1,ARHGDIB
12_15103477_15103621|ARHGDIB,LIN28A,ARHGDIB
12_15103477_15103621|ARHGDIB,MBNL1,ARHGDIB
12_15103477_15103621|ARHGDIB,PABPC1,ARHGDIB
12_15103477_15103621|ARHGDIB,PABPC4,ARHGDIB
12_15103477_15103621|ARHGDIB,RBFOX1,ARHGDIB
12_15103477_15103621|ARHGDIB,RBM5,ARHGDIB
12_15103477_15103621|ARHGDIB,SART3,ARHGDIB
12_15103477_15103621|ARHGDIB,SRSF1,ARHGDIB
12_15103477_15103621|ARHGDIB,SRSF2,ARHGDIB
12_15103477_15103621|ARHGDIB,SRSF7,ARHGDIB
12_15103477_15103621|ARHGDIB,SRSF9,ARHGDIB
12_15103477_15103621|ARHGDIB,TRA2A,ARHGDIB
12_15834159_15835906|EPS8,CNOT4,EPS8
12_15834159_15835906|EPS8,ENOX1,EPS8
12_15834159_15835906|EPS8,FXR1,EPS8
12_15834159_15835906|EPS8,HNRNPL,EPS8
12_15834159_15835906|EPS8,HNRPLL,EPS8
12_15834159_15835906|EPS8,IGF2BP2,EPS8
12_15834159_15835906|EPS8,IGF2BP3,EPS8
12_15834159_15835906|EPS8,PABPC3,EPS8
12_15834159_15835906|EPS8,PABPC4,EPS8
12_15834159_15835906|EPS8,RBM46,EPS8
12_15834159_15835906|EPS8,SRSF1,EPS8
